Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
CEBPE		14q11.2	HOMDEL	2	109	1.8%	No
ADTRP		6p24.1	HOMDEL	6	109	5.5%	No
CCDC152		5p12	HOMDEL	1	109	0.9%	No
TNFSF12		17p13.1	AMP	1	109	0.9%	No
ZNF273		7q11.21	AMP	3	109	2.8%	No
CCL3		17q12	AMP	3	109	2.8%	No
SPMIP10		5q23.2	HOMDEL	2	109	1.8%	No
POLR1G		19q13.32	HOMDEL	1	109	0.9%	No
SLC5A11		16p12.1	AMP	1	109	0.9%	No
RAB3D		19p13.2	HOMDEL	1	109	0.9%	No
NDUFA5		7q31.32	HOMDEL	1	109	0.9%	No
AOC2		17q21.31	AMP	5	109	4.6%	No
RAD21L1		20p13	AMP	3	109	2.8%	No
TBC1D17		19q13.33	AMP	13	109	11.9%	No
ZIC2		13q32.3	AMP	1	109	0.9%	No
OXSR1		3p22.2	AMP	4	109	3.7%	No
DRAM1		12q23.2	HOMDEL	4	109	3.7%	No
DISP1		1q41	HOMDEL	1	109	0.9%	No
SEC1P		19q13.33	AMP	18	109	16.5%	No
PGA3		11q12.2	AMP	5	109	4.6%	No
ADAM23		2q33.3	AMP	1	109	0.9%	No
SPMIP2		4q32.1	HOMDEL	4	109	3.7%	No
CCL3L1		17q12 alternate reference locus	AMP	5	109	4.6%	No
CDC42EP5		19q13.42	AMP	13	109	11.9%	No
ASPG		14q32.33	AMP	9	109	8.3%	No
AZIN2		1p35.1	HOMDEL	4	109	3.7%	No
UCN2		3p21.31	HOMDEL	10	109	9.2%	No
METTL21C		13q33.1	AMP	2	109	1.8%	No
TDO2		4q32.1	HOMDEL	6	109	5.5%	No
ELOVL1		1p34.2	AMP	6	109	5.5%	No
TEFM		17q11.2	AMP	6	109	5.5%	No
IL12RB1		19p13.11	HOMDEL	1	109	0.9%	No
OR8B3		11q24.2	AMP	3	109	2.8%	No
RGPD8		2q14.1	AMP	1	109	0.9%	No
TOM1L2		17p11.2	HOMDEL	4	109	3.7%	No
VAMP5		2p11.2	AMP	5	109	4.6%	No
DEFB105A		8p23.1	HOMDEL	7	109	6.4%	No
GOLGA2P9		19p12	HOMDEL	3	109	2.8%	No
UGT2B7		4q13.2	HOMDEL	13	109	11.9%	No
TNFSF9		19p13.3	AMP	4	109	3.7%	No
SGO1		3p24.3	HOMDEL	3	109	2.8%	No
PITRM1		10p15.2	AMP	1	109	0.9%	No
TUBA3FP		22q11.21	HOMDEL	1	109	0.9%	No
ANKS3		16p13.3	HOMDEL	2	109	1.8%	No
LINC01792		2q33.1	HOMDEL	1	109	0.9%	No
PLGRKT		9p24.1	HOMDEL	8	109	7.3%	No
GFPT2		5q35.3	AMP	2	109	1.8%	No
AOX1		2q33.1	AMP	3	109	2.8%	No
SNAR-C5		19q13.32	HOMDEL	1	109	0.9%	No
EBNA1BP2		1p34.2	HOMDEL	1	109	0.9%	No
LEMD3		12q14.3	HOMDEL	2	109	1.8%	No
TEAD4		12p13.33	HOMDEL	1	109	0.9%	No
COL6A3		2q37.3	HOMDEL	1	109	0.9%	No
DCP2		5q22.2	AMP	1	109	0.9%	No
MIR4500HG		13q31.2	HOMDEL	6	109	5.5%	No
ZFP62		5q35.3	AMP	4	109	3.7%	No
TNFRSF9		1p36.23	HOMDEL	5	109	4.6%	No
OR5I1		11q12.1	AMP	1	109	0.9%	No
SNX19		11q24.3-q25	AMP	4	109	3.7%	No
APAF1		12q23.1	AMP	2	109	1.8%	No
OR4X2		11p11.2	HOMDEL	1	109	0.9%	No
BBS10		12q21.2	AMP	2	109	1.8%	No
ZNF2		2q11.1	AMP	4	109	3.7%	No
DCAF4		14q24.2	HOMDEL	2	109	1.8%	No
PIP5KL1		9q34.11	HOMDEL	1	109	0.9%	No
HYCC2		2q33.1	HOMDEL	1	109	0.9%	No
N4BP2		4p14	HOMDEL	1	109	0.9%	No
JMJD7		15q15.1	HOMDEL	2	109	1.8%	No
LEUTX		19q13.2	AMP	13	109	11.9%	No
SNORA59A		1p36.21	AMP	1	109	0.9%	No
ADAM18		8p11.22	AMP	9	109	8.3%	No
TTLL7		1p31.1	AMP	2	109	1.8%	No
ANKRD20A5P		18p11.21	HOMDEL	8	109	7.3%	No
KLC2		11q13.2	AMP	10	109	9.2%	No
COX5B		2q11.2	HOMDEL	1	109	0.9%	No
NUDT2		9p13.3	AMP	5	109	4.6%	No
TMEM114		16p13.2	AMP	1	109	0.9%	No
LHFPL3		7q22.2-q22.3	HOMDEL	1	109	0.9%	No
ATOH7		10q21.3	HOMDEL	1	109	0.9%	No
NOL4L-DT		20q11.21	HOMDEL	1	109	0.9%	No
APOF		12q13.3	AMP	5	109	4.6%	No
TNF		6p21.33	HOMDEL	3	109	2.8%	No
DTL		1q32.3	HOMDEL	1	109	0.9%	No
PRPF38A		1p32.3	HOMDEL	2	109	1.8%	No
CRYZL1		21q22.11	AMP	1	109	0.9%	No
FNDC4		2p23.3	AMP	3	109	2.8%	No
COQ10A		12q13.3	AMP	5	109	4.6%	No
CDK2AP1		12q24.31	HOMDEL	3	109	2.8%	No
LCORL		4p15.31	HOMDEL	6	109	5.5%	No
ZBTB8A		1p35.1	HOMDEL	7	109	6.4%	No
LINC01128		1p36.33	AMP	5	109	4.6%	No
SCARNA10		12p13.31	AMP	8	109	7.3%	No
CHERP		19p13.11	AMP	5	109	4.6%	No
DAOA		13q33.2	HOMDEL	2	109	1.8%	No
CSK		15q24.1	AMP	6	109	5.5%	No
LHX8		1p31.1	HOMDEL	6	109	5.5%	No
C18ORF54		18q21.2	HOMDEL	26	109	23.9%	No
SDK2		17q25.1	HOMDEL	3	109	2.8%	No
CLDN19		1p34.2	HOMDEL	1	109	0.9%	No
ZNF710		15q26.1	HOMDEL	1	109	0.9%	No
RPL3L		16p13.3	HOMDEL	4	109	3.7%	No
C1ORF87		1p32.1	HOMDEL	6	109	5.5%	No
ECE1-AS1		1p36.12	HOMDEL	11	109	10.1%	No
RNF123		3p21.31	AMP	4	109	3.7%	No
MAS1L		6p22.1	AMP	2	109	1.8%	No
SASS6		1p21.2	AMP	3	109	2.8%	No
GCH1		14q22.2	AMP	6	109	5.5%	No
PRRT1		6p21.32	HOMDEL	2	109	1.8%	No
RAB8A		19p13.11	HOMDEL	1	109	0.9%	No
PDE3B		11p15.2	AMP	4	109	3.7%	No
TOMM20L		14q23.1	AMP	6	109	5.5%	No
KAT5		11q13.1	AMP	11	109	10.1%	No
CSN1S1		4q13.3	AMP	2	109	1.8%	No
ZNF429		19p12	HOMDEL	3	109	2.8%	No
KCTD11		17p13.1	HOMDEL	7	109	6.4%	No
EEF2		19p13.3	HOMDEL	3	109	2.8%	No
SLC3A1		2p21	HOMDEL	1	109	0.9%	No
TBC1D2		9q22.33	AMP	2	109	1.8%	No
MOXD2P		7q34	HOMDEL	1	109	0.9%	No
RNF32-DT		7q36.3	AMP	2	109	1.8%	No
DEFB136		8p23.1	HOMDEL	5	109	4.6%	No
MRGPRD		11q13.3	AMP	10	109	9.2%	No
FBXO45		3q29	AMP	10	109	9.2%	No
GCHFR		15q15.1	AMP	3	109	2.8%	No
CCDC103		17q21.31	HOMDEL	1	109	0.9%	No
LINC00200		10p15.3	AMP	4	109	3.7%	No
KPNA5		6q22.1	AMP	1	109	0.9%	No
PDE4A		19p13.2	AMP	7	109	6.4%	No
PRPF38B		1p13.3	HOMDEL	2	109	1.8%	No
PAK5		20p12.2	HOMDEL	2	109	1.8%	Yes
NCKAP1		2q32.1	AMP	2	109	1.8%	No
RGS13		1q31.2	HOMDEL	4	109	3.7%	No
DDX17		22q13.1	AMP	3	109	2.8%	No
OTUD6B		8q21.3	HOMDEL	1	109	0.9%	No
GCG		2q24.2	AMP	2	109	1.8%	No
SCNN1G		16p12.2	AMP	1	109	0.9%	No
SLC22A15		1p13.1	AMP	1	109	0.9%	No
LETMD1		12q13.12	HOMDEL	2	109	1.8%	No
CCL19		9p13.3	HOMDEL	6	109	5.5%	No
UBE2O		17q25.1	AMP	7	109	6.4%	No
CBR3		21q22.12	HOMDEL	1	109	0.9%	No
CLDND1		3q11.2	HOMDEL	1	109	0.9%	No
TMEM167B		1p13.3	HOMDEL	2	109	1.8%	No
LINC00442		13q12.11	HOMDEL	7	109	6.4%	No
KPNA4		3q25.33	AMP	4	109	3.7%	No
PDE4B		1p31.3	AMP	3	109	2.8%	No
CSH2		17q23.3	AMP	5	109	4.6%	No
STYK1		12p13.2	HOMDEL	1	109	0.9%	No
EEF1DP3		13q13.1	AMP	3	109	2.8%	No
CSHL1		17q23.3	AMP	5	109	4.6%	No
DEAF1		11p15.5	AMP	28	109	25.7%	No
SCARNA14		15q22.31	AMP	2	109	1.8%	No
SCO1		17p13.1	AMP	1	109	0.9%	No
GCGR		17q25.3	AMP	9	109	8.3%	No
MOCS2		5q11.2	HOMDEL	4	109	3.7%	No
SCUBE2		11p15.4	AMP	2	109	1.8%	No
HJURP		2q37.1	AMP	1	109	0.9%	No
PPM1L		3q25.33-q26.1	HOMDEL	1	109	0.9%	No
PDE4C		19p13.11	AMP	7	109	6.4%	No
RDM1		17q12	AMP	2	109	1.8%	No
IPO5		13q32.2	HOMDEL	1	109	0.9%	No
LINC00870		3p13	HOMDEL	8	109	7.3%	No
OR5T1		11q12.1	HOMDEL	6	109	5.5%	No
IZUMO4		19p13.3	AMP	12	109	11.0%	No
ST3GAL2		16q22.1	HOMDEL	1	109	0.9%	No
FDX2		19p13.2	AMP	6	109	5.5%	No
CDC25B		20p13	HOMDEL	4	109	3.7%	No
DPP9-AS1		19p13.3	HOMDEL	4	109	3.7%	No
SCP2		1p32.3	AMP	3	109	2.8%	No
EPB41L1		20q11.23	HOMDEL	1	109	0.9%	No
NLRP9		19q13.42	AMP	11	109	10.1%	No
IPO7		11p15.4	AMP	3	109	2.8%	No
UNC13D		17q25.3	AMP	10	109	9.2%	No
UFSP1		7q22.1	HOMDEL	1	109	0.9%	No
PIEZO2		18p11.22-p11.21	AMP	5	109	4.6%	No
ANO6		12q12	HOMDEL	5	109	4.6%	No
ZBBX		3q26.1	AMP	6	109	5.5%	No
PDE4D		5q11.2-q12.1	AMP	1	109	0.9%	No
CSF3R		1p34.3	AMP	2	109	1.8%	Yes
CD300E		17q25.1	HOMDEL	3	109	2.8%	No
TAF7		5q31.3	HOMDEL	6	109	5.5%	No
LY6H		8q24.3	HOMDEL	2	109	1.8%	No
LINC02363		4q35.1	HOMDEL	5	109	4.6%	No
NLRP10		11p15.4	AMP	2	109	1.8%	No
SCT		11p15.5	AMP	26	109	23.9%	No
LINC00705		10p15.1	AMP	2	109	1.8%	No
SCAMP4		19p13.3	AMP	11	109	10.1%	No
ZBTB14		18p11.31	AMP	6	109	5.5%	No
CLPP		19p13.3	HOMDEL	4	109	3.7%	No
SNORA38B		17q24.2	HOMDEL	5	109	4.6%	No
NOP56		20p13	AMP	3	109	2.8%	No
POC1B		12q21.33	HOMDEL	6	109	5.5%	No
PDE6A		5q32	AMP	2	109	1.8%	No
CCDC7		10p11.22	AMP	7	109	6.4%	No
SWI5		9q34.11	AMP	6	109	5.5%	No
ZNF724		19p12	HOMDEL	3	109	2.8%	No
CSH1		17q23.3	AMP	5	109	4.6%	No
LGI4		19q13.12	HOMDEL	1	109	0.9%	No
ARG2		14q24.1	HOMDEL	2	109	1.8%	No
LRRCC1		8q21.2	HOMDEL	1	109	0.9%	No
TTC9		14q24.2	HOMDEL	2	109	1.8%	No
HYOU1		11q23.3	AMP	8	109	7.3%	No
NLRP14		11p15.4	AMP	2	109	1.8%	No
ADAT3		19p13.3	AMP	11	109	10.1%	No
IL27		16p12.1-p11.2	AMP	5	109	4.6%	No
ZFPL1		11q13.1	AMP	11	109	10.1%	No
FAM124A		13q14.3	HOMDEL	1	109	0.9%	No
COL11A2		6p21.32	HOMDEL	3	109	2.8%	No
H2BC17		6p22.1	HOMDEL	5	109	4.6%	Yes
DEGS2		14q32.2	HOMDEL	4	109	3.7%	No
PDE6C		10q23.33	AMP	1	109	0.9%	No
DYNLRB1		20q11.22	HOMDEL	1	109	0.9%	No
TXNRD3		3q21.3	AMP	8	109	7.3%	No
HEATR6		17q23.1	AMP	3	109	2.8%	No
TNFSF13		17p13.1	AMP	1	109	0.9%	Yes
BTLA		3q13.2	HOMDEL	2	109	1.8%	Yes
PLEKHA3		2q31.2	HOMDEL	1	109	0.9%	No
SMCR8		17p11.2	AMP	3	109	2.8%	No
IPO8		12p11.21	AMP	4	109	3.7%	No
SRL		16p13.3	AMP	8	109	7.3%	No
S100A7A		1q21.3	AMP	16	109	14.7%	No
STYK1		12p13.2	AMP	1	109	0.9%	No
ZNF419		19q13.43	AMP	8	109	7.3%	No
TMEM132B		12q24.31	HOMDEL	3	109	2.8%	No
RNASE11		14q11.2	AMP	4	109	3.7%	No
IL17RE		3p25.3	HOMDEL	2	109	1.8%	No
SFXN1		5q35.2	HOMDEL	2	109	1.8%	No
PDE6D		2q37.1	AMP	4	109	3.7%	No
SLC51A		3q29	AMP	13	109	11.9%	No
LINC00294		11p13	HOMDEL	3	109	2.8%	No
NKX2-6		8p21.2	HOMDEL	3	109	2.8%	No
C9ORF50		9q34.11	AMP	6	109	5.5%	No
SH2D4A		8p21.3	AMP	1	109	0.9%	No
CCNQP1		1q32.1	AMP	9	109	8.3%	No
CSF3		17q21.1	AMP	8	109	7.3%	No
TNFSF14		19p13.3	AMP	4	109	3.7%	No
LINC00701		10p15.3	AMP	3	109	2.8%	No
RNPC3		1p21.1	HOMDEL	8	109	7.3%	No
TBC1D12		10q23.33	HOMDEL	5	109	4.6%	No
SLC9A7P1		12q23.1	AMP	1	109	0.9%	No
LINC01387		18p11.31	HOMDEL	1	109	0.9%	No
RASD1		17p11.2	AMP	3	109	2.8%	No
GK5		3q23	AMP	3	109	2.8%	No
HTR1E		6q14.3	HOMDEL	7	109	6.4%	No
APOA5		11q23.3	AMP	4	109	3.7%	No
EP400		12q24.33	HOMDEL	3	109	2.8%	Yes
PATE3		11q24.2	AMP	4	109	3.7%	No
GJB7		6q14.3-q15	HOMDEL	6	109	5.5%	No
CYB5RL		1p32.3	AMP	4	109	3.7%	No
LINC01140		1p22.3	AMP	2	109	1.8%	No
TAB1		22q13.1	HOMDEL	3	109	2.8%	No
YBEY		21q22.3	HOMDEL	1	109	0.9%	No
LONP2		16q12.1	HOMDEL	1	109	0.9%	No
KRT2		12q13.13	AMP	3	109	2.8%	No
IFITM5		11p15.5	AMP	24	109	22.0%	No
MIR4290HG		9q22.2	HOMDEL	1	109	0.9%	No
CDK5RAP1		20q11.21	AMP	2	109	1.8%	No
ZNF726		19p12	HOMDEL	4	109	3.7%	No
TNFRSF25		1p36.31	HOMDEL	7	109	6.4%	No
PLVAP		19p13.11	AMP	7	109	6.4%	No
SEMA3D		7q21.11	HOMDEL	1	109	0.9%	No
MROH1		8q24.3	HOMDEL	5	109	4.6%	No
SNORD114-14		14q32.31	HOMDEL	8	109	7.3%	No
RPS2P32		7p15.3	AMP	2	109	1.8%	No
ZBED5-AS1		11p15.4	HOMDEL	1	109	0.9%	No
MFSD2B		2p23.3	AMP	3	109	2.8%	No
PTPN4		2q14.2	HOMDEL	4	109	3.7%	No
SNORA77		1q32.1	HOMDEL	1	109	0.9%	No
INSM2		14q13.2	AMP	3	109	2.8%	No
KRT16P2		17p11.2	AMP	4	109	3.7%	No
LINC01539		18q21.2	HOMDEL	25	109	22.9%	No
SLC35G2		3q22.3	AMP	1	109	0.9%	No
ZSWIM7		17p12	AMP	1	109	0.9%	No
KRT1		12q13.13	AMP	3	109	2.8%	No
SCRT1		8q24.3	AMP	39	109	35.8%	No
STYXL1		7q11.23	AMP	12	109	11.0%	No
DENR		12q24.31	HOMDEL	7	109	6.4%	No
HMCN1		1q25.3-q31.1	HOMDEL	5	109	4.6%	No
NEBL		10p12.31	AMP	2	109	1.8%	No
NR6A1		9q33.3	AMP	3	109	2.8%	No
TRIM65		17q25.1	AMP	10	109	9.2%	No
PPP3R2		9q31.1	HOMDEL	1	109	0.9%	No
EPPK1		8q24.3	AMP	35	109	32.1%	No
TNRC6B		22q13.1	HOMDEL	1	109	0.9%	No
HAAO		2p21	HOMDEL	2	109	1.8%	No
IKBIP		12q23.1	AMP	2	109	1.8%	No
GPIHBP1		8q24.3	AMP	31	109	28.4%	No
SMCR5		17p11.2	AMP	3	109	2.8%	No
R3HCC1L		10q24.2	HOMDEL	2	109	1.8%	No
CLDN23		8p23.1	HOMDEL	4	109	3.7%	No
CPNE4		3q22.1	AMP	1	109	0.9%	No
CCN6		6q21	HOMDEL	6	109	5.5%	Yes
PUS3		11q24.2	AMP	2	109	1.8%	No
OR1N2		9q33.2	HOMDEL	1	109	0.9%	No
PHC2		1p35.1	HOMDEL	4	109	3.7%	No
IQCN		19p13.11	AMP	7	109	6.4%	No
MISP		19p13.3	AMP	15	109	13.8%	No
KRTAP5-9		11q13.4	AMP	5	109	4.6%	No
LINC00944		12q24.32	HOMDEL	2	109	1.8%	No
LINC02897		1q44	HOMDEL	1	109	0.9%	No
LY6E-DT		8q24.3	AMP	29	109	26.6%	No
GCKR		2p23.3	HOMDEL	2	109	1.8%	No
GINS2		16q24.1	AMP	3	109	2.8%	No
ZNF784		19q13.42	AMP	19	109	17.4%	No
ACTA1		1q42.13	HOMDEL	1	109	0.9%	No
KANK4		1p31.3	AMP	2	109	1.8%	No
BLOC1S1		12q13.2	AMP	4	109	3.7%	No
LAPTM4B		8q22.1	AMP	6	109	5.5%	No
FAAP20		1p36.33	HOMDEL	9	109	8.3%	No
CYB561D2		3p21.31	HOMDEL	5	109	4.6%	No
SLC7A7		14q11.2	HOMDEL	1	109	0.9%	No
GTF2IRD1P1		7q11.21	AMP	3	109	2.8%	No
CCNQP1		1q32.1	HOMDEL	2	109	1.8%	No
TTYH3		7p22.3	AMP	17	109	15.6%	No
KRAS		12p12.1	AMP	7	109	6.4%	Yes
DDX10		11q22.3	HOMDEL	2	109	1.8%	Yes
KIF26B		1q44	HOMDEL	1	109	0.9%	No
ZNF524		19q13.42	AMP	19	109	17.4%	No
FAM163A		1q25.2	HOMDEL	1	109	0.9%	No
NCLN		19p13.3	HOMDEL	5	109	4.6%	No
COPRS		17q11.2	AMP	5	109	4.6%	No
KAT2A		17q21.2	AMP	9	109	8.3%	No
OR14C36		1q44	HOMDEL	4	109	3.7%	No
SLC22A10		11q12.3	HOMDEL	1	109	0.9%	No
RRP8		11p15.4	HOMDEL	4	109	3.7%	No
ADGRF3		2p23.3	AMP	3	109	2.8%	No
MRPL1		4q21.1	HOMDEL	2	109	1.8%	No
TMEM269		1p34.2	AMP	4	109	3.7%	No
ACCS		11p11.2	AMP	2	109	1.8%	No
CSN2		4q13.3	AMP	2	109	1.8%	No
MOGAT3		7q22.1	AMP	19	109	17.4%	No
FAM76A		1p35.3	HOMDEL	8	109	7.3%	No
MDM1		12q15	HOMDEL	2	109	1.8%	No
STK32B		4p16.2	AMP	1	109	0.9%	No
P2RX5-TAX1BP3		17p13.2	AMP	1	109	0.9%	No
GCK		7p13	AMP	7	109	6.4%	No
RBM11		21q11.2	HOMDEL	8	109	7.3%	No
CAPSL		5p13.2	AMP	4	109	3.7%	No
C6ORF136		6p21.33	HOMDEL	3	109	2.8%	No
HINT2		9p13.3	AMP	7	109	6.4%	No
ACAD10		12q24.12	AMP	1	109	0.9%	No
ARHGAP31		3q13.32-q13.33	HOMDEL	1	109	0.9%	No
CSN3		4q13.3	AMP	1	109	0.9%	No
KLK10		19q13.41	HOMDEL	1	109	0.9%	No
IPO5		13q32.2	AMP	1	109	0.9%	No
FGF5		4q21.21	HOMDEL	3	109	2.8%	Yes
CEACAM1		19q13.2	HOMDEL	1	109	0.9%	No
OGFOD1		16q13	HOMDEL	1	109	0.9%	No
LINC02774		1q44	AMP	10	109	9.2%	No
DUX4L8		4q35.2	HOMDEL	4	109	3.7%	No
ZNF845		19q13.42	HOMDEL	2	109	1.8%	No
UBE2Q2P2		15q25.2	AMP	6	109	5.5%	No
GCKR		2p23.3	AMP	3	109	2.8%	No
C6ORF136		6p21.33	AMP	8	109	7.3%	No
OR52B2		11p15.4	HOMDEL	5	109	4.6%	No
BARD1		2q35	AMP	1	109	0.9%	Yes
SRCIN1		17q12	AMP	9	109	8.3%	No
UPP2		2q24.1	AMP	2	109	1.8%	No
PRPF8		17p13.3	HOMDEL	5	109	4.6%	Yes
LINC00906		19q12	AMP	6	109	5.5%	No
OST4		2p23.3	AMP	3	109	2.8%	No
GJD3		17q21.2	AMP	4	109	3.7%	No
KLHL10		17q21.2	AMP	6	109	5.5%	No
ACIN1		14q11.2	AMP	4	109	3.7%	No
MSANTD4		11q22.3	AMP	1	109	0.9%	No
GNG7		19p13.3	HOMDEL	5	109	4.6%	No
BAX		19q13.33	AMP	13	109	11.9%	Yes
GPRC5D		12p13.1	HOMDEL	1	109	0.9%	No
NHLRC2		10q25.3	AMP	2	109	1.8%	No
CRIPAK		4p16.3	AMP	7	109	6.4%	No
C10ORF53		10q11.23	AMP	1	109	0.9%	No
LINC01569		16p13.3	AMP	9	109	8.3%	No
FHIT		3p14.2	HOMDEL	9	109	8.3%	Yes
ZNF679		7q11.21	AMP	3	109	2.8%	No
GSTK1		7q34	AMP	3	109	2.8%	No
PLEKHJ1		19p13.3	HOMDEL	5	109	4.6%	No
SNORA6		3p22.2	HOMDEL	3	109	2.8%	No
HINT2		9p13.3	HOMDEL	6	109	5.5%	No
AOC4P		17q21.31	AMP	5	109	4.6%	No
BBS1		11q13.2	AMP	10	109	9.2%	No
SHISA4		1q32.1	AMP	7	109	6.4%	No
PPRC1		10q24.32	AMP	2	109	1.8%	No
CEP20		16p13.11	AMP	2	109	1.8%	No
NKX6-1		4q21.23	HOMDEL	1	109	0.9%	No
TADA3		3p25.3	HOMDEL	2	109	1.8%	No
MCM9		6q22.31	HOMDEL	9	109	8.3%	No
NEURL3		2q11.2	AMP	2	109	1.8%	No
HHIPL1		14q32.2	AMP	5	109	4.6%	No
ERC1		12p13.33	AMP	7	109	6.4%	Yes
RELT		11q13.4	HOMDEL	1	109	0.9%	No
ACACB		12q24.11	HOMDEL	2	109	1.8%	No
CLBA1		14q32.33	AMP	11	109	10.1%	No
TEAD3		6p21.31	HOMDEL	2	109	1.8%	No
ZNF766		19q13.41	AMP	7	109	6.4%	No
SLC35G6		17p13.1	HOMDEL	6	109	5.5%	No
BBS2		16q13	AMP	3	109	2.8%	No
TRIM6-TRIM34		11p15.4	AMP	2	109	1.8%	No
RNF208		9q34.3	AMP	13	109	11.9%	No
GRM8		7q31.33	HOMDEL	1	109	0.9%	No
CCDC172		10q25.3	AMP	2	109	1.8%	No
SLC24A3-AS1		20p11.23	HOMDEL	2	109	1.8%	No
GALM		2p22.1	HOMDEL	1	109	0.9%	No
TEX30		13q33.1	AMP	2	109	1.8%	No
SMPD4		2q21.1	HOMDEL	1	109	0.9%	No
ABCG5		2p21	HOMDEL	1	109	0.9%	No
C3ORF36		3q22.1	HOMDEL	1	109	0.9%	No
TCTN3		10q24.1	HOMDEL	1	109	0.9%	No
SORCS3		10q25.1	AMP	1	109	0.9%	No
WBP11P1		18q12.1	HOMDEL	21	109	19.3%	No
NPHP3-ACAD11		3q22.1	AMP	1	109	0.9%	No
MISP		19p13.3	HOMDEL	4	109	3.7%	No
OR4F3		5q35.3	AMP	2	109	1.8%	No
NDUFAF7		2p22.2	HOMDEL	1	109	0.9%	No
NECTIN3-AS1		3q13.13	HOMDEL	1	109	0.9%	No
GCGR		17q25.3	HOMDEL	3	109	2.8%	No
BCAT1		12p12.1	AMP	6	109	5.5%	No
TSC22D1-AS1		13q14.11	AMP	1	109	0.9%	No
NHSL1-AS1		6q24.1	HOMDEL	2	109	1.8%	No
PPP1R27		17q25.3	AMP	10	109	9.2%	No
CYP4X1		1p33	AMP	3	109	2.8%	No
ZNF625		19p13.2	AMP	1	109	0.9%	No
TRIM35		8p21.2	AMP	3	109	2.8%	No
LINC01101		2q14.2	HOMDEL	2	109	1.8%	No
KRT40		17q21.2	AMP	5	109	4.6%	No
MYH15		3q13.13	AMP	2	109	1.8%	No
BBS4		15q24.1	AMP	4	109	3.7%	No
PLD4		14q32.33	AMP	11	109	10.1%	No
TERB2		15q21.1	AMP	2	109	1.8%	No
CREB3L3		19p13.3	AMP	8	109	7.3%	No
MIB1		18q11.2	HOMDEL	1	109	0.9%	Yes
CARD11		7p22.2	AMP	15	109	13.8%	Yes
LINC01623		6p22.1	HOMDEL	3	109	2.8%	No
RNF123		3p21.31	HOMDEL	6	109	5.5%	No
ZNF597		16p13.3	HOMDEL	2	109	1.8%	No
OR4F4		15q26.3	AMP	7	109	6.4%	No
FAM241A		4q25	HOMDEL	4	109	3.7%	No
THOC3		5q35.2	HOMDEL	1	109	0.9%	No
BCAT2		19q13.33	AMP	14	109	12.8%	No
NSUN5P2		7q11.23	AMP	8	109	7.3%	No
TSPAN19		12q21.31	AMP	2	109	1.8%	No
EXPH5		11q22.3	AMP	1	109	0.9%	No
BPIFA4P		20q11.21	AMP	2	109	1.8%	No
NDUFA10		2q37.3	HOMDEL	2	109	1.8%	No
CCDC97		19q13.2	AMP	16	109	14.7%	No
HCCAT5		16q22.3	AMP	2	109	1.8%	No
CCDC57		17q25.3	AMP	10	109	9.2%	No
APBA1		9q21.12	AMP	2	109	1.8%	No
TUBGCP2		10q26.3	HOMDEL	3	109	2.8%	No
COL23A1		5q35.3	AMP	3	109	2.8%	No
APOOP5		16q21	HOMDEL	1	109	0.9%	No
ACP7		19q13.2	AMP	18	109	16.5%	No
PPP1R3B		8p23.1	HOMDEL	4	109	3.7%	No
FUOM		10q26.3	AMP	11	109	10.1%	No
LINC03043		7q31.33	HOMDEL	1	109	0.9%	No
TLE6		19p13.3	HOMDEL	5	109	4.6%	No
APBB1		11p15.4	AMP	4	109	3.7%	No
UVSSA		4p16.3	HOMDEL	3	109	2.8%	No
MUC15		11p14.2	HOMDEL	1	109	0.9%	No
TNKS2		10q23.32	HOMDEL	2	109	1.8%	No
ZNF432		19q13.41	HOMDEL	2	109	1.8%	No
ATPAF1		1p33	HOMDEL	3	109	2.8%	No
PEG10		7q21.3	AMP	2	109	1.8%	No
LINC02167		16p11.1	HOMDEL	2	109	1.8%	No
DDX60		4q32.3	HOMDEL	7	109	6.4%	No
KRT222		17q21.2	AMP	5	109	4.6%	No
APBA2		15q13.1	AMP	1	109	0.9%	No
CBLN3		14q12	AMP	5	109	4.6%	No
PCED1B		12q13.11	AMP	3	109	2.8%	No
ADGRA1		10q26.3	AMP	10	109	9.2%	No
ELAC2		17p12	HOMDEL	4	109	3.7%	No
ZNF793		19q13.12	AMP	6	109	5.5%	No
FBXO8		4q34.1	HOMDEL	8	109	7.3%	No
TBC1D3B		17q12	AMP	5	109	4.6%	No
RASGEF1B		4q21.21	HOMDEL	1	109	0.9%	No
LBX2-AS1		2p13.1	AMP	5	109	4.6%	No
LHFPL7		22q11.23	AMP	4	109	3.7%	No
APBB2		4p14-p13	AMP	2	109	1.8%	No
IFI44L		1p31.1	HOMDEL	5	109	4.6%	No
VEZT		12q22	HOMDEL	5	109	4.6%	No
THAP3		1p36.31	AMP	4	109	3.7%	No
ZNF528		19q13.41	AMP	6	109	5.5%	No
EEF1B2		2q33.3	HOMDEL	1	109	0.9%	No
PIGR		1q32.1	HOMDEL	1	109	0.9%	No
GRAP2		22q13.1	HOMDEL	2	109	1.8%	No
SLC22A11		11q13.1	HOMDEL	4	109	3.7%	No
TMEM184A		7p22.3	HOMDEL	1	109	0.9%	No
SF3B6		2p23.3	HOMDEL	1	109	0.9%	No
FIGN		2q24.3	HOMDEL	2	109	1.8%	No
