Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
ENPP1		6q23.2	HOMDEL	1	184	0.5%	No
SCN4A		17q23.3	AMP	3	184	1.6%	No
FCGBP		19q13.2	AMP	12	184	6.5%	No
POTEJ		2q21.1	AMP	1	184	0.5%	No
KDM5B		1q32.1	AMP	3	184	1.6%	No
GNG8		19q13.32	AMP	1	184	0.5%	No
GSDME		7p15.3	AMP	2	184	1.1%	No
CPSF4		7q22.1	AMP	7	184	3.8%	No
RPLP0P2		11q12.2	AMP	1	184	0.5%	No
LTB		6p21.33	AMP	4	184	2.2%	Yes
YY1AP1		1q22	AMP	7	184	3.8%	Yes
ANKRD13D		11q13.2	AMP	1	184	0.5%	No
GLUL		1q25.3	AMP	5	184	2.7%	No
ALG12		22q13.33	HOMDEL	3	184	1.6%	No
KRTAP10-3		21q22.3	AMP	1	184	0.5%	No
CASKIN2		17q25.1	AMP	2	184	1.1%	No
GLIS3		9p24.2	HOMDEL	1	184	0.5%	No
RSRP1		1p36.11	HOMDEL	2	184	1.1%	No
ARHGAP26-AS1		5q31.3	HOMDEL	1	184	0.5%	No
GRB2		17q25.1	AMP	2	184	1.1%	No
PMS2P4		7q11.21	AMP	3	184	1.6%	No
DSG2		18q12.1	HOMDEL	4	184	2.2%	No
CRYGD		2q33.3	AMP	4	184	2.2%	No
TOB2		22q13.2	AMP	4	184	2.2%	No
CYP2B6		19q13.2	AMP	6	184	3.3%	No
JTB		1q21.3	AMP	7	184	3.8%	No
MED14OS		Xp11.4	HOMDEL	1	184	0.5%	No
SEMA6C		1q21.3	AMP	5	184	2.7%	No
LINC01545		Xp11.3	HOMDEL	1	184	0.5%	No
KRTAP10-8		21q22.3	AMP	1	184	0.5%	No
ARHGAP31		3q13.32-q13.33	AMP	2	184	1.1%	No
SNORA70C		9q33.1	HOMDEL	1	184	0.5%	No
PACC1		1q32.3	AMP	3	184	1.6%	No
PRPF40B		12q13.12	HOMDEL	1	184	0.5%	No
ETFRF1		12p12.1	AMP	8	184	4.3%	No
GRB7		17q12	AMP	9	184	4.9%	Yes
LECT2		5q31.1	AMP	2	184	1.1%	No
PMS2P5		7q11.23	AMP	2	184	1.1%	No
CACNA1G-AS1		17q21.33	AMP	5	184	2.7%	No
SLFN11		17q12	AMP	4	184	2.2%	Yes
TREML5P		6p21.1	AMP	3	184	1.6%	No
FAM138D		12p13.33	AMP	8	184	4.3%	No
OCLM		1q31.1	AMP	5	184	2.7%	No
PAXBP1		21q22.11	AMP	1	184	0.5%	No
ZBTB20-AS1		3q13.31	AMP	1	184	0.5%	No
COL10A1		6q22.1	HOMDEL	1	184	0.5%	No
PDPN		1p36.21	AMP	2	184	1.1%	No
PLCD3		17q21.31	AMP	4	184	2.2%	No
NES		1q23.1	AMP	7	184	3.8%	No
AMD1		6q21	HOMDEL	1	184	0.5%	No
KRTAP10-5		21q22.3	AMP	1	184	0.5%	No
CENPBD1P		16q24.3	AMP	2	184	1.1%	No
LINC00477		12p12.1	AMP	6	184	3.3%	No
MUC20		3q29	AMP	3	184	1.6%	No
ARID4B		1q42.3	HOMDEL	1	184	0.5%	Yes
RASL10B		17q12	AMP	3	184	1.6%	No
MRPL32		7p14.1	AMP	1	184	0.5%	No
ORMDL3		17q21.1	AMP	6	184	3.3%	No
PDZRN4		12q12	HOMDEL	1	184	0.5%	No
AHCTF1		1q44	HOMDEL	1	184	0.5%	No
YIF1A		11q13.2	AMP	2	184	1.1%	No
PHF12		17q11.2	AMP	1	184	0.5%	No
SLC22A4		5q31.1	AMP	2	184	1.1%	No
CLCN4		Xp22.2	HOMDEL	2	184	1.1%	No
ATP5MF-PTCD1		7q22.1	AMP	7	184	3.8%	No
CCDC25		8p21.1	AMP	1	184	0.5%	No
TGS1		8q12.1	AMP	5	184	2.7%	No
LRRC59		17q21.33	AMP	5	184	2.7%	No
MRPL44		2q36.1	AMP	3	184	1.6%	No
DYNC2I1		7q36.3	AMP	1	184	0.5%	No
PHF1		6p21.32	AMP	1	184	0.5%	Yes
CA6		1p36.23	HOMDEL	2	184	1.1%	No
CRYGC		2q33.3	AMP	4	184	2.2%	No
CYP2A13		19q13.2	AMP	5	184	2.7%	No
SP7		12q13.13	AMP	1	184	0.5%	No
NOL6		9p13.3	AMP	4	184	2.2%	No
RGS14		5q35.3	AMP	3	184	1.6%	No
PUDP		Xp22.31	HOMDEL	1	184	0.5%	No
SLC22A5		5q31.1	AMP	2	184	1.1%	No
GPC6-AS1		13q31.3	HOMDEL	1	184	0.5%	No
TCTA		3p21.31	HOMDEL	1	184	0.5%	No
OSGIN1		16q23.3	AMP	1	184	0.5%	No
H2AZ2		7p13	AMP	1	184	0.5%	No
EXOSC4		8q24.3	HOMDEL	1	184	0.5%	No
GAGE12F		Xp11.23	AMP	1	184	0.5%	No
IGFBP7-AS1		4q12	AMP	1	184	0.5%	No
ARHGAP6		Xp22.2	HOMDEL	1	184	0.5%	No
PARP1		1q42.12	HOMDEL	1	184	0.5%	Yes
SH3BP2		4p16.3	AMP	1	184	0.5%	No
TUT1		11q12.3	AMP	1	184	0.5%	No
GPX7		1p32.3	AMP	1	184	0.5%	No
IL19		1q32.1	AMP	3	184	1.6%	No
LEFTY1		1q42.12	AMP	3	184	1.6%	No
SLC25A25-AS1		9q34.11	HOMDEL	1	184	0.5%	No
PPIL4		6q25.1	HOMDEL	1	184	0.5%	No
KRTAP10-12		21q22.3	AMP	1	184	0.5%	No
COL20A1		20q13.33	AMP	2	184	1.1%	No
CCDC120		Xp11.23	HOMDEL	1	184	0.5%	No
SCARNA11		12p13.31	AMP	5	184	2.7%	No
PMS2P3		7q11.23	AMP	2	184	1.1%	No
CYP3A7		7q22.1	AMP	6	184	3.3%	No
MIEF2		17p11.2	AMP	3	184	1.6%	No
LINC00880		3q25.31	AMP	3	184	1.6%	No
SNORA74B		5q35.1	HOMDEL	1	184	0.5%	No
ZNF816-ZNF321P		19q13.41	AMP	2	184	1.1%	No
FGF7P3		9p12	HOMDEL	2	184	1.1%	No
HBS1L		6q23.3	AMP	3	184	1.6%	No
SLIT3		5q34-q35.1	AMP	2	184	1.1%	Yes
AIDA		1q41	AMP	3	184	1.6%	No
CLEC11A		19q13.33	AMP	2	184	1.1%	No
ITSN1		21q22.11	AMP	1	184	0.5%	No
CSMD2		1p35.1	HOMDEL	1	184	0.5%	No
KRTAP12-4		21q22.3	AMP	1	184	0.5%	No
RFX3		9p24.2	HOMDEL	1	184	0.5%	No
XPO5		6p21.1	AMP	4	184	2.2%	No
SMARCD1		12q13.12	HOMDEL	1	184	0.5%	Yes
SCARNA16		17q25.2	AMP	1	184	0.5%	No
ZNF99		19p12	AMP	1	184	0.5%	No
KAT2B		3p24.3	AMP	2	184	1.1%	No
TBC1D2		9q22.33	HOMDEL	1	184	0.5%	No
MNX1-AS1		7q36.3	AMP	1	184	0.5%	No
RAD51AP1		12p13.32	AMP	5	184	2.7%	No
C11ORF91		11p13	AMP	1	184	0.5%	No
USP46		4q12	AMP	1	184	0.5%	No
ZNF702P		19q13.41	AMP	2	184	1.1%	No
TM4SF20		2q36.3	AMP	2	184	1.1%	No
HSBP1L1		18q23	HOMDEL	4	184	2.2%	No
POGK		1q24.1	AMP	6	184	3.3%	No
USP9X		Xp11.4	HOMDEL	1	184	0.5%	No
TMEM203		9q34.3	AMP	1	184	0.5%	No
KRTAP12-3		21q22.3	AMP	1	184	0.5%	No
GPX5		6p22.1	AMP	1	184	0.5%	No
AMT		3p21.31	HOMDEL	1	184	0.5%	No
GADL1		3p24.1-p23	AMP	1	184	0.5%	No
ZP3		7q11.23	AMP	2	184	1.1%	No
SMIM10L2B-AS1		Xq26.3	AMP	2	184	1.1%	No
ADSS1		14q32.33	HOMDEL	1	184	0.5%	No
DNAAF1		16q24.1	AMP	2	184	1.1%	No
SDR9C7		12q13.3	AMP	2	184	1.1%	No
LGALS3BP		17q25	AMP	2	184	1.1%	No
GBF1		10q24.32	HOMDEL	1	184	0.5%	No
SAMSN1-AS1		21q11.2	HOMDEL	1	184	0.5%	No
RASSF5		1q32.1	AMP	3	184	1.6%	No
GATA6		18q11.2	AMP	27	184	14.7%	Yes
DNAJC16		1p36.21	HOMDEL	2	184	1.1%	No
ZNF385C		17q21.2	AMP	3	184	1.6%	No
FERD3L		7p21.1	AMP	1	184	0.5%	No
MROH2A		2q37.1	AMP	2	184	1.1%	No
LINC01425		21q21.1	HOMDEL	1	184	0.5%	No
PPP1R8		1p35.3	HOMDEL	2	184	1.1%	No
ZNF678		1q42.13	AMP	3	184	1.6%	No
APOL5		22q12.3	AMP	1	184	0.5%	No
ACTL6B		7q22.1	AMP	6	184	3.3%	No
ZNF581		19q13.42	AMP	4	184	2.2%	No
PPDPFL		8q11.21	AMP	6	184	3.3%	No
GPC6		13q31.3-q32.1	HOMDEL	1	184	0.5%	No
AKR1E2		10p15.1	AMP	2	184	1.1%	No
LINC01206		3q26.33	HOMDEL	1	184	0.5%	No
PALS2		7p15.3	AMP	2	184	1.1%	No
RSPH3		6q25.3	HOMDEL	1	184	0.5%	No
LINC02069		3q27.1	AMP	3	184	1.6%	No
OR2T12		1q44	HOMDEL	1	184	0.5%	No
SAT2		17p13.1	HOMDEL	1	184	0.5%	No
THAP2		12q21.1	AMP	4	184	2.2%	No
OR13J1		9p13.3	AMP	10	184	5.4%	No
TRDN		6q22.31	HOMDEL	1	184	0.5%	No
APOL4		22q12.3	AMP	1	184	0.5%	No
FAM162B		6q22.1	HOMDEL	1	184	0.5%	No
CRYGS		3q27.3	AMP	3	184	1.6%	No
BLACE		7q36.3	AMP	2	184	1.1%	No
NUTM2B		10q22.3	AMP	3	184	1.6%	Yes
KLRD1		12p13.2	AMP	4	184	2.2%	No
LGALS2		22q13.1	AMP	1	184	0.5%	No
FIBIN		11p14.2	AMP	2	184	1.1%	No
LTC4S		5q35.3	AMP	2	184	1.1%	No
DNAJB9		7q31.1	AMP	4	184	2.2%	No
LINC00544		13q12.3	AMP	1	184	0.5%	No
LINC01659		22q11.23	HOMDEL	1	184	0.5%	No
SPHAR		1q42.13	AMP	3	184	1.6%	No
ESPNL		2q37.3	AMP	2	184	1.1%	No
GATA3		10p14	AMP	2	184	1.1%	Yes
TMUB1		7q36.1	AMP	1	184	0.5%	No
IGBP1		Xq13.1	HOMDEL	1	184	0.5%	No
LGALS1		22q13.1	AMP	1	184	0.5%	No
RHOBTB2		8p21.3	HOMDEL	2	184	1.1%	No
KLRC3		12p13.2	AMP	4	184	2.2%	No
FAN1		15q13.3	HOMDEL	1	184	0.5%	No
GAGE12J		Xp11.23	AMP	1	184	0.5%	No
LTBR		12p13.31	AMP	5	184	2.7%	No
MDFI		6p21.1	AMP	3	184	1.6%	No
OR10K1		1q23.1	AMP	7	184	3.8%	No
FGF7		15q21.2	HOMDEL	2	184	1.1%	Yes
CASK		Xp11.4	HOMDEL	3	184	1.6%	No
SIRT7		17q25.3	AMP	1	184	0.5%	No
GATA4		8p23.1	AMP	6	184	3.3%	Yes
PTPA		9q34.11	HOMDEL	1	184	0.5%	No
PRSS38		1q42.13	AMP	3	184	1.6%	No
PPP4R1L		20q13.32	AMP	3	184	1.6%	No
LINC01801		19q13.11	AMP	7	184	3.8%	No
APOL6		22q12.3	AMP	1	184	0.5%	No
FAM221B		9p13.3	AMP	10	184	5.4%	No
TP53TG3D		16p11.2	AMP	1	184	0.5%	No
KLRC2		12p13.2	AMP	4	184	2.2%	No
LFNG		7p22.3	AMP	3	184	1.6%	No
A4GALT		22q13.2	AMP	2	184	1.1%	No
TTLL2		6q27	HOMDEL	1	184	0.5%	No
SLC47A1		17p11.2	AMP	6	184	3.3%	No
GATA1		Xp11.23	AMP	1	184	0.5%	Yes
DEFB4A		8p23.1	HOMDEL	3	184	1.6%	No
OR2T11		1q44	HOMDEL	1	184	0.5%	No
TAS1R1		1p36.31	AMP	3	184	1.6%	No
ARHGEF25		12q13.3	AMP	3	184	1.6%	No
LETM1		4p16.3	AMP	4	184	2.2%	No
KLRC1		12p13	AMP	4	184	2.2%	No
ZNF429		19p12	AMP	1	184	0.5%	No
LINC02138		16q24.3	AMP	2	184	1.1%	No
EEF1D		8q24.3	HOMDEL	1	184	0.5%	No
MXD3		5q35.3	AMP	3	184	1.6%	No
LTBP2		14q24.3	AMP	1	184	0.5%	No
BCL2L12		19q13.33	AMP	2	184	1.1%	No
TSPYL6		2p16.2	AMP	1	184	0.5%	No
OR10K2		1q23.1	AMP	7	184	3.8%	No
LINC01014		3q26.32	AMP	4	184	2.2%	No
MAGOHB		12p13.2	AMP	4	184	2.2%	No
OR2L5		1q44	HOMDEL	1	184	0.5%	No
MCF2L2		3q27.1	HOMDEL	1	184	0.5%	No
KIRREL1		1q23.1	AMP	7	184	3.8%	No
GATA2		3q21.3	AMP	1	184	0.5%	Yes
OR2W5P		1q44	HOMDEL	1	184	0.5%	No
LINC02903		7q31.1	AMP	3	184	1.6%	No
KCNIP2-AS1		10q24.32	HOMDEL	1	184	0.5%	No
OR1L1		9q33.2	HOMDEL	1	184	0.5%	No
ZNF792		19q13.11	AMP	7	184	3.8%	No
CYP2B7P		19q13.2	AMP	6	184	3.3%	No
KLRB1		12p13.31	AMP	3	184	1.6%	No
SEMA4B		15q26.1	AMP	5	184	2.7%	No
EFNB3		17p13.1	HOMDEL	1	184	0.5%	No
ADAM11		17q21.31	AMP	4	184	2.2%	No
SOX7		8p23.1	AMP	3	184	1.6%	No
C9ORF43		9q32	HOMDEL	1	184	0.5%	No
BORCS7		10q24.32	HOMDEL	1	184	0.5%	No
TNFAIP8L3		15q21.2	HOMDEL	1	184	0.5%	No
NDUFB2-AS1		7q34	AMP	1	184	0.5%	No
GRB10		7p12.1	AMP	2	184	1.1%	No
BACC1		17p13.1	AMP	1	184	0.5%	No
APOL3		22q12.3	AMP	1	184	0.5%	No
CACNA1F		Xp11.23	HOMDEL	1	184	0.5%	No
PMS2P2		7q11.23	AMP	2	184	1.1%	No
XAGE5		Xp11.22	HOMDEL	3	184	1.6%	No
WTIP		19q13.11	AMP	7	184	3.8%	No
INSC		11p15.2	AMP	1	184	0.5%	No
CDCA3		12p13.31	AMP	5	184	2.7%	No
SMCP		1q21.3	AMP	7	184	3.8%	No
LINC01141		1p36.12	AMP	1	184	0.5%	No
TMCO6		5q31.3	AMP	2	184	1.1%	No
KLF7		2q33.3	HOMDEL	1	184	0.5%	No
GRB14		2q24.3	AMP	1	184	0.5%	No
GAS8		16q24.3	AMP	2	184	1.1%	No
LINC00467		1q32.3	AMP	3	184	1.6%	No
SNORD109A		15q11.2	HOMDEL	1	184	0.5%	No
UHRF2		9p24.1	AMP	2	184	1.1%	No
TAS1R2		1p36.13	AMP	1	184	0.5%	No
SH3D21		1p34.3	AMP	1	184	0.5%	No
HRK		12q24.22	AMP	1	184	0.5%	No
NETO1		18q22.3	HOMDEL	5	184	2.7%	No
TPM3P9		19q13.42	AMP	2	184	1.1%	No
LINC02368		12q24.32	HOMDEL	1	184	0.5%	No
OR2T34		1q44	HOMDEL	1	184	0.5%	No
NSFP1		17q21.31	AMP	4	184	2.2%	No
FAM74A1		9p12	HOMDEL	2	184	1.1%	No
DSEL-AS1		18q22.1	HOMDEL	7	184	3.8%	No
VARS1		6p21.33	AMP	4	184	2.2%	No
TOMM20		1q42.3	AMP	3	184	1.6%	No
SNORD35B		19q13.33	AMP	2	184	1.1%	No
SLC9A7		Xp11.3	AMP	1	184	0.5%	No
CHADL		22q13.2	AMP	4	184	2.2%	No
FIRRE		Xq26.2	AMP	1	184	0.5%	No
LINC01535		19q13.12	AMP	7	184	3.8%	No
ZNF648		1q25.3	AMP	5	184	2.7%	No
ARMH4		14q23.1	AMP	1	184	0.5%	No
ZAR1		4p11	AMP	1	184	0.5%	No
BTF3P11		13q22.3	AMP	1	184	0.5%	No
NFKB2		10q24.32	HOMDEL	1	184	0.5%	Yes
TMEM242		6q25.3	HOMDEL	1	184	0.5%	No
MED23		6q23.2	HOMDEL	1	184	0.5%	No
LINC01242		9p21.1	HOMDEL	5	184	2.7%	No
CRADD		12q22	AMP	1	184	0.5%	No
C20ORF144		20q11.22	AMP	1	184	0.5%	No
PLA2G4C		19q13.33	AMP	1	184	0.5%	No
DDX59		1q32.1	AMP	3	184	1.6%	No
GPR155		2q31.1	AMP	2	184	1.1%	No
TENM3		4q34.3-q35.1	HOMDEL	1	184	0.5%	No
TEX50		1q25.1	AMP	5	184	2.7%	No
MEI4		6q14.1	AMP	1	184	0.5%	No
FDXACB1		11q23.1	AMP	1	184	0.5%	No
ENPP4		6p21.1	AMP	3	184	1.6%	No
VASP		19q13.32	AMP	4	184	2.2%	No
CD302		2q24.2	AMP	2	184	1.1%	No
PGBD1		6p22.1	AMP	1	184	0.5%	No
FAM171A2		17q21.31	AMP	4	184	2.2%	No
DYNLL2-DT		17q22	AMP	1	184	0.5%	No
SNORD108		15q11.2	HOMDEL	1	184	0.5%	No
CD101-AS1		1p13.1	AMP	4	184	2.2%	No
GRINA		8q24.3	HOMDEL	1	184	0.5%	No
PCDH11X		Xq21.31	HOMDEL	1	184	0.5%	No
RDH16		12q13.3	AMP	2	184	1.1%	No
C11ORF52		11q23.1	AMP	1	184	0.5%	No
CRADD-AS1		12q22	AMP	1	184	0.5%	No
ARHGAP24		4q21.23-q21.3	AMP	1	184	0.5%	No
LINC00942		12p13.33	AMP	7	184	3.8%	No
SPOCK2		10q22.1	AMP	1	184	0.5%	No
TMEM185A		Xq28	AMP	4	184	2.2%	No
RBM8A		1q21.1	AMP	8	184	4.3%	No
NTF4		19q13.33	AMP	2	184	1.1%	No
VAV1		19p13.3	AMP	1	184	0.5%	Yes
TRAPPC8		18q12.1	AMP	8	184	4.3%	No
NEURL4		17p13.1	HOMDEL	1	184	0.5%	No
SP9		2q31.1	AMP	2	184	1.1%	No
PITX3		10q24.32	HOMDEL	1	184	0.5%	No
CLEC18A		16q22.1	AMP	1	184	0.5%	No
CHMP4B		20q11.22	AMP	1	184	0.5%	No
RUVBL1		3q21.3	AMP	2	184	1.1%	No
NINJ1		9q22.31	HOMDEL	1	184	0.5%	No
PEX11G		19p13.2	AMP	1	184	0.5%	No
TTC16		9q34.11	HOMDEL	1	184	0.5%	No
SOCS6		18q22.2	HOMDEL	5	184	2.7%	No
CFAP107		1p36.21	AMP	2	184	1.1%	No
LINC02584		11q13.3	AMP	2	184	1.1%	No
DISC1		1q42.2	HOMDEL	2	184	1.1%	No
NTF3		12p13.31	AMP	5	184	2.7%	No
SCRN1		7p14.3	AMP	2	184	1.1%	No
CFAP97D1		17q21.31	AMP	4	184	2.2%	No
AGMAT		1p36.21	HOMDEL	2	184	1.1%	No
AQP7P3		9q21.11	AMP	3	184	1.6%	No
MKRN10P		9p22.3	HOMDEL	1	184	0.5%	No
AATF		17q12	AMP	6	184	3.3%	No
ZC3HC1		7q32.2	AMP	1	184	0.5%	No
NLRP13		19q13.43	AMP	5	184	2.7%	No
ZFR		5p13.3	AMP	1	184	0.5%	No
DHDDS		1p36.11	HOMDEL	2	184	1.1%	No
DLGAP2-AS1		8p23.3	AMP	3	184	1.6%	No
ITPR2		12p11.23	AMP	7	184	3.8%	No
C1ORF159		1p36.33	HOMDEL	1	184	0.5%	No
KIAA0087		7p15.2	AMP	1	184	0.5%	No
CTDP1		18q23	HOMDEL	4	184	2.2%	No
LINC01441		20q13.2	AMP	3	184	1.6%	No
SNORD24		9q34.2	HOMDEL	1	184	0.5%	No
TRIM55		8q13.1	AMP	7	184	3.8%	No
C6ORF118		6q27	HOMDEL	1	184	0.5%	No
TIFAB		5q31.1	HOMDEL	1	184	0.5%	No
RPL31P11		1q23.3	AMP	6	184	3.3%	No
KLF7		2q33.3	AMP	3	184	1.6%	No
BTN1A1		6p22.2	AMP	1	184	0.5%	No
ENTPD3-AS1		3p22.1	AMP	1	184	0.5%	No
MICA		6p21.33	AMP	4	184	2.2%	No
FAM133B		7q21.2	AMP	8	184	4.3%	No
CARINH		5q31.1	HOMDEL	1	184	0.5%	No
C9ORF50		9q34.11	HOMDEL	1	184	0.5%	No
LINC01635		1p36.12	HOMDEL	2	184	1.1%	No
PLAC9P1		2q21.1	AMP	1	184	0.5%	No
MON1B		16q23.1	AMP	1	184	0.5%	No
TMEM198B		12q13.2	AMP	3	184	1.6%	No
BZW1-AS1		2q33.1	AMP	3	184	1.6%	No
BTK		Xq22.1	AMP	1	184	0.5%	Yes
RBPMS		8p12	HOMDEL	1	184	0.5%	No
DEFB106A		8p23.1	HOMDEL	3	184	1.6%	No
ASB1		2q37.3	AMP	2	184	1.1%	No
BPIFA3		20q11.21	AMP	1	184	0.5%	No
FOXD4L5		9q21.11	AMP	3	184	1.6%	No
ZNF619		3p22.1	AMP	1	184	0.5%	No
ALKBH3-AS1		11p11.2	AMP	3	184	1.6%	No
ZNF571-AS1		19q13.12	AMP	7	184	3.8%	No
ITPKB		1q42.12	AMP	3	184	1.6%	Yes
NADK2		5p13.2	AMP	2	184	1.1%	No
SERPINB10		18q21.3	HOMDEL	5	184	2.7%	No
AZGP1		7q22.1	AMP	6	184	3.3%	No
NOL9		1p36.31	HOMDEL	2	184	1.1%	No
ADGRE4P		19p13.2	AMP	1	184	0.5%	No
ENTREP1		9q21.12	HOMDEL	1	184	0.5%	No
NSF		17q21.31	AMP	4	184	2.2%	No
FBXL21P		5q31.1	HOMDEL	1	184	0.5%	No
RANBP6		9p24.1	HOMDEL	2	184	1.1%	No
ZNF621		3p22.1	AMP	1	184	0.5%	No
ASGR1		17p13.1	AMP	1	184	0.5%	No
LINC01648		1p35.2	HOMDEL	2	184	1.1%	No
RAB11B-AS1		19p13.2	AMP	1	184	0.5%	No
RTL6		22q13.31	HOMDEL	2	184	1.1%	No
SLC25A51		9p13.2-p13.1	HOMDEL	1	184	0.5%	No
VPS37D		7q11.23	AMP	2	184	1.1%	No
LINC01186		Xp11.3	HOMDEL	1	184	0.5%	No
RNF152		18q21.33	HOMDEL	5	184	2.7%	No
MT1DP		16q13	AMP	2	184	1.1%	No
C19ORF81		19q13.33	AMP	2	184	1.1%	No
LINC01350		1q25.3	AMP	5	184	2.7%	No
MRPL43		10q24.31	AMP	1	184	0.5%	No
JMJD7-PLA2G4B		15q15.1	HOMDEL	1	184	0.5%	No
GSTA7P		6p12.2	AMP	2	184	1.1%	No
OR4F21		8p23.3	AMP	2	184	1.1%	No
MAGOH-DT		1p32.3	AMP	1	184	0.5%	No
AZU1		19p13.3	AMP	1	184	0.5%	No
ISL2		15q24.3	AMP	1	184	0.5%	No
LINC00115		1p36.33	AMP	3	184	1.6%	No
ASGR2		17p13.1	AMP	1	184	0.5%	No
NUCKS1		1q32.1	AMP	3	184	1.6%	No
GLYCAM1		12q13.2	AMP	1	184	0.5%	No
LINC00210		1q41	HOMDEL	1	184	0.5%	No
PGBD2		1q44	AMP	4	184	2.2%	No
YWHAG		7q11.23	AMP	2	184	1.1%	No
UGT3A1		5p13.2	AMP	1	184	0.5%	No
PRDM2		1p36.21	AMP	2	184	1.1%	No
ZNF786		7q36.1	AMP	1	184	0.5%	No
NSMCE3		15q13.1	HOMDEL	1	184	0.5%	No
PPIAL4D		1q21.1	AMP	8	184	4.3%	No
OTUD6B-AS1		8q21.3	AMP	8	184	4.3%	No
CT83		Xq23	AMP	1	184	0.5%	No
C1QL4		12q13.12	HOMDEL	1	184	0.5%	No
ZNF787		19q13.43	AMP	4	184	2.2%	No
RPL22L1		3q26.2	AMP	5	184	2.7%	No
RNMT		18p11.21	AMP	4	184	2.2%	No
PER2		2q37.3	AMP	2	184	1.1%	No
MYEOV		11q13.3	AMP	3	184	1.6%	No
EXOSC3		9p13.2	HOMDEL	1	184	0.5%	No
KALRN		3q21.1-q21.2	AMP	1	184	0.5%	No
GPR75-ASB3		2p16.2	HOMDEL	1	184	0.5%	No
CABLES1		18q11.2	AMP	27	184	14.7%	No
ACAD9		3q21.3	AMP	1	184	0.5%	No
SCN9A		2q24.3	AMP	1	184	0.5%	No
FBXW4		10q24.32	AMP	1	184	0.5%	No
TNFSF13B		13q33.3	AMP	1	184	0.5%	No
MARCHF7		2q24.2	AMP	2	184	1.1%	No
PCOLCE2		3q23	AMP	1	184	0.5%	No
HS3ST6		16p13.3	AMP	1	184	0.5%	No
LINC02864		18q22.3	HOMDEL	5	184	2.7%	No
TBX19		1q24.2	AMP	6	184	3.3%	No
CDC73		1q31.2	HOMDEL	1	184	0.5%	Yes
VMA21		Xq28	AMP	4	184	2.2%	No
ANXA1		9q21.13	AMP	1	184	0.5%	No
YWHAH		22q12.3	AMP	1	184	0.5%	No
LGALS9B		17p11.2	AMP	2	184	1.1%	No
ORM1		9q32	AMP	1	184	0.5%	No
PDE1C		7p14.3	AMP	2	184	1.1%	No
LUZP1		1p36.12	AMP	1	184	0.5%	No
CT47A1		Xq24	AMP	1	184	0.5%	No
UNC119		17q11.2	AMP	1	184	0.5%	No
PER3		1p36.23	AMP	3	184	1.6%	No
PLCXD1		Xp22.33 and Yp11.32	HOMDEL	1	184	0.5%	No
GNA13		17q24.1	AMP	2	184	1.1%	Yes
CSF2		5q31.1	HOMDEL	1	184	0.5%	No
FBLIM1		1p36.21	HOMDEL	2	184	1.1%	No
NLRP6		11p15.5	AMP	1	184	0.5%	No
SHH		7q36.3	AMP	2	184	1.1%	No
SCN10A		3p22.2	AMP	1	184	0.5%	No
RPS9		19q13.42	AMP	2	184	1.1%	No
ASL		7q11.21	AMP	3	184	1.6%	No
ASB3		2p16.2	HOMDEL	1	184	0.5%	No
SRPK3		Xq28	AMP	4	184	2.2%	No
GPR146		7p22.3	AMP	4	184	2.2%	No
HELZ		17q24.2	AMP	3	184	1.6%	No
CPVL-AS2		7p14.3	AMP	1	184	0.5%	No
CLRN1		3q25.1	AMP	3	184	1.6%	No
MRPL38		17q25.1	AMP	1	184	0.5%	No
SUV39H2		10p13	AMP	1	184	0.5%	No
YWHAZ		8q22.3	AMP	9	184	4.9%	No
URM1		9q34.11	HOMDEL	1	184	0.5%	No
ENTHD1		22q13.1	AMP	2	184	1.1%	No
SHARPIN		8q24.3	HOMDEL	1	184	0.5%	No
MAFA		8q24.3	HOMDEL	1	184	0.5%	No
SMYD3		1q44	HOMDEL	1	184	0.5%	Yes
UNC45B		17q12	AMP	4	184	2.2%	No
ORM2		9q32	AMP	1	184	0.5%	No
SIGLEC11		19q13.33	AMP	2	184	1.1%	No
DTD1-AS1		20p11.23	HOMDEL	1	184	0.5%	No
HEBP2		6q24.1	HOMDEL	1	184	0.5%	No
SLIT3-AS1		5q35.1	AMP	2	184	1.1%	No
SPAG11A		8p23.1	AMP	4	184	2.2%	No
NLRP5		19q13.43	AMP	5	184	2.7%	No
TMEM14A		6p12.2	AMP	2	184	1.1%	No
GPAA1		8q24.3	AMP	16	184	8.7%	No
CDKL2		4q21.1	AMP	1	184	0.5%	No
SPATA4		4q34.2	HOMDEL	1	184	0.5%	No
SMIM32		5q31.1	HOMDEL	1	184	0.5%	No
SCNN1A		12p13.31	AMP	5	184	2.7%	No
RPS10		6p21.31	AMP	2	184	1.1%	No
TRPM2-AS		21q22.3	AMP	1	184	0.5%	No
PDGFA-DT		7p22.3	AMP	4	184	2.2%	No
USP14		18p11.32	AMP	4	184	2.2%	No
NLRP8		19q13.43	AMP	5	184	2.7%	No
LY6E		8q24.3	HOMDEL	1	184	0.5%	No
MRPL36		5p15.33	AMP	1	184	0.5%	No
FRG2C		3p12.3	AMP	1	184	0.5%	No
ABCC5-AS1		3q27.1	HOMDEL	1	184	0.5%	No
ANXA2P1		4q31.3	AMP	1	184	0.5%	No
MROH2B		5p13.1	AMP	2	184	1.1%	No
CLCNKA		1p36.13	HOMDEL	2	184	1.1%	No
